18,MEDICUS S.A,MEDICUS S.A,PARAGUAY 2349/51,CAPITAL,1121,NULL,30546771314,1,30-54677131-4,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
19,OSDIPP,OSDIPP,25 DE MAYO 537/533 1,BUENOS AIRES,1002,NULL,30547416011,2,30-54741601-1,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
20,OMINT S.A. DE SERVICIOS,OMINT S.A. DE SERVICIOS,PELLEGRINI 1363-6roP,BUENOS AIRES,1037,NULL,30550245309,2,30-55024530-9,45,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
21,LUIS PASTEUR,LUIS PASTEUR P.4069,CALLAO 764,CAPITAL,0,NULL,30558325557,1, ,45,1,1,3,0,0,0,6,4,6,4,6,4,100,active,NULL,NULL
22,CIRCULO MEDICO MORENO,CIRCULO MEDICO MORENO,JOLY 2396,MORENO,0,NULL,30560249663,1, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,active,NULL,NULL
23,OBRA SOCIAL E.W.HOPE,OBRA SOCIAL E.W.HOPE,AV.CORDOBA 1324 3roP.,CAPITAL,0,NULL,30565786306,1,30-56578630-6,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
24,HOSP.PRIV.NTRA.SRA.DE LA MERCE,HOSP.PRIV.NTRA.SRA.DE LA MERCE,BESADA 6969,PCIA.BS.AS.,1682,NULL,30568888851,1,30-56888885-1,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
25,O.S.P.I.P.,O.S.P.I.P.,PAVON 4175,CAPITAL FEDERAL,1253,NULL,30571766287,1,30-57176628-7,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
26,PATRONES DE CABOTAJE,PATRONES DE CABOTAJE,GUALEGUAY 1255,BUENOS AIRES,1165,NULL,30572132249,1, ,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
27,DOCTHOS FAMILY,HSBC SALUD (ARG.) S.A.(FAMILY),TUCUMAN 661-1 SUBSUE,CAPITAL,0,NULL,30577840454,2,30-57784045-4,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
28,O.S.PERS.INDUSTRIA LECHERA,O.S.PERS.INDUSTRIA LECHERA,A.INDEPENDENCIA 3332,CAPITAL FEDERAL,0,NULL,30584194789,1, ,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
29,O.S.P.C.R.A.,O.S.P.C.R.A.,F. LACROZE 3908,CAPITAL FEDERAL,1427,NULL,30588231344,1,30-58823134-4,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
30,OSMATA,OSMATA,AV.BELGRANO 665,CAPITAL FEDERAL,1092,NULL,30590412631,2,30-59041263-1,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
31,OSPERYHRA,O.S.P.DE RENTAS Y HORIZONTALES,SARMIENTO 2026-6roPIS,BUENOS AIRES,0,NULL,30595459563,1,30-59545956-3,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
32,O.S.PERS.ESTAC.DE SERVICIOS,O.S.PERS.ESTAC.DE SERVICIOS,JUJUY 110 3ER. PISO,CAPITAL FEDERAL,1083,NULL,30596339324,1, ,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
33,AMI TRELEW,AMI TRELEW,23 DE JULIO 724,TRELEW,9100,NULL,30598772467,1,30-59877246-7,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
34,O.S.PERSONAL DE PRENSA,O.S.PERSONAL DE PRENSA,SOLIS 1158,CAPITAL,1078,NULL,30601312855,1, ,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
35,OSTEL,OSTEL,PTE.PERON 2740,CABA,1040,NULL,30608716390,2,30-60871639-0,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
36,O.S.PERSONAL DE IMPRENTA,O.S.PERSONAL DE IMPRENTA,SAN JOSE 719,CAPITAL,0,NULL,30609521941,1, ,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
37,FUERZA AEREA,D.I.B.P.F.A.,SAN JOSE 317,CAPITAL FEDERAL,1076,NULL,30610131200,1,30-61013120-0,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
38,CAJA SEG.SOC.ESCRIB.PCIA.BS.AS,CAJA SEG.SOC.ESCRIB.PCIA.BS.AS,CALLE 13 N 770,LA PLATA,0,NULL,30618001020,1,EXENTO,60,1,1,0,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
39,O.S.P.G. Y P.E.,O.S.P.G. Y P.E.,HIP.YRIGOYEN 2727,BUENOS AIRES,1090,NULL,30631503280,1,30-63150328-0,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
40,O.S.BANCARIA ARGENTINA,O.S.B.A.,CALLE 5 Nro473 E41/42,LA PLATA,1900,NULL,30631561468,1, ,30,1,1,3,0,0,0,6,4,6,4,6,4,100,active,NULL,NULL
41,FUNDACION SERV.SOC.TECHINT,FUNDACION SERV.SOC.TECHINT,MADERO 942-2ro PISO,CAPITAL,1106,NULL,30637630306,1,30-63763030-6,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
42,O.S.APSOT,O.S.APSOT,DELLA PAOLERA C.297,CAPITAL,0,NULL,30637630306,2,30-63763030-6,30,1,1,3,1,0,2,6,4,6,4,6,4,100,active,NULL,NULL
43,FUND.SERV.SOC.TECHINT,FUND.SERV.SOC.TECHINT,DELLA PAOLERA C.297,CAPITAL,0,NULL,30637630306,2,30-63763030-6,30,1,1,3,1,0,2,6,4,6,4,6,4,100,active,NULL,NULL
44,ACCORD SALUD AMI ZARATE,AUSTRAL ORG.MED.INTEGR.S.A.,GDOR.PAZ 1014,USHUAIA,0,NULL,30654842546,2,30-65484254-6,30,2,0,3,0,0,0,10,6.5,6,6.5,10,6.5,120,active,NULL,NULL
45,SWISS MEDICAL S.A.,SWISS MEDICAL S.A.,AV.LIBERTADOR 498,BUENOS AIRES,1124,NULL,30654855168,2,30-65485516-8,45,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
46,APSOT AF.OBLIGATORIOS,ASOC.PROF.DE LA SAL.DE CAMPANA,SARMIENTO 154,CAMPANA,2804,NULL,30655768501,1,30-65576850-1,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
47,O.S.P.O.C.E.INTEGRAL,O.S.P.O.C.E.,BARTOLOME MITRE 1563,BUENOS AIRES,0,NULL,30657314974,2,30-65731497-4,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
48,O.S.PERSONAL TELEGRAFISTAS,O.S.PERSONAL TELEGRAFISTAS,CHACABUCO 140,CAPITAL,1069,NULL,30663185272,1,30-66318527-2,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
49,O.S.ODONTOLOGOS,FUNDACION COMEI,CALLE 55 Nro 740E9Y10,LA PLATA,1900,NULL,30665692465,2,EXENTO,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
50,SOCORRO S.R.L.,SOCORRO S.R.L.,BROWN 667,ZARATE,2800,NULL,30667678559,2,30-66767855-9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,active,NULL,NULL
51,SANCOR MEDICINA PRIVADA S.A.,SANCOR MEDICINA PRIVADA S.A.,AV.INDEPENDENCIA 228,SUNCHALES,2322,NULL,30674286852,2,30-67428685-2,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
52,O.S.PAPELEROS,APPI S.R.L.,AVDA COLON 1155 1ro A,CORDOBA,5000,NULL,30677542817,2,30-67754281-2,60,1,0,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
53,PASTELEROS,O.S.T.P.C.P.H.Y A.R.A.,PJE.BOGADO 4541,BUENOS AIRES,1183,NULL,30679065382,1,30-67906538-2,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
54,O.S.A.L.A.R.A.,O.S.A.L.A.R.A.,ALSINA 946-PB,BUENOS AIRES,1088,NULL,30679726567,1,30-67972656-7,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
55,COOP.DE TRABAJO INDUSTRIAL C.L,COOP.DE TRABAJO INDUSTRIAL C.L,BOLIVAR 862,SAN LUIS,5700,NULL,30679894435,1,30-67989443-5,15,1,1,2,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
56,ASOC.JUAN VUCETICH,ASOC.JUAN VUCETICH,ESPA･A E ITUZAINGO,SAN VICENTE,1865,NULL,30680340982,1,30-68034098-2,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
57,COFESA(VETERANOS DE GUERRA),COFESA(VETERANOS DE GUERRA),TALCAHUANO 778,CAP. FEDERAL,0,NULL,30680940181,2,30-68094018-1,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
58,O.S.FEDERAL DE FE.N.T.O.S,O.S.FEDERAL DE FE.N.T.O.S,LAS HERAS 1947-2ro P.,CAPITAL FEDERAL,0,NULL,30682445129,1,30-68244512-9,30,1,1,3,0,0,0,6,4,6,6,6,4,120,active,NULL,NULL
59,MEDIFE S.A.,MEDIFE ASOC. CIVIL,BELGRANO 288,CAMPANA,0,NULL,30682737650,2,30-68273765-0,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
60,UNION PERSONAL(UP10),UNION PERSONAL,TUCUMAN 949,CAPITAL,1049,NULL,30683032227,2,30-68303222-7,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
61,JERARQUICOS SALUD,JERARQUICOS SALUD,AVDA. F.ZUVIRIA 4584,SANTA FE,3000,NULL,30686955180,1,30-68695518-0,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
62,CONDUCTORES NAVALES,OSCONARA,PINZON 281,BUENOS AIRES,1161,NULL,30687770907,1,30-68777090-7,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
63,MEDICUS FORD ARGENTINA S.A.,O.S.FORD ARGENTINA S.A.,PARAGUAY 2349/51,CAPITAL,1121,NULL,30688310020,1,30-68831002-0,35,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
64,O.S.BANCARIA ARGENTINA,O.S.B.A.,CALLE 5 Nro473 E41/42,LA PLATA,1900,NULL,30691561468,1, ,30,1,1,3,0,0,0,6,4,6,4,6,4,100,active,NULL,NULL
65,OSJERA,O.S.PERS.JERARQ.DE LA REP.ARG.,MORENO 1140,CAPITAL FEDERAL,0,NULL,30696351771,1,30-69635177-1,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
66,O.S.PETROLEROS,RED OMIP S.A.,CHACABUCO 457,PILAR,1629,NULL,30700683229,2,30-70068322-9,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
67,ESCRIBANOS CAPITAL FEDERAL,CAJA NOTARIAL COMPL.DE SEG.SOC,AVDA. CALLAO 1542,CAPITAL,0,NULL,30701951251,1,30-70195125-1,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
68,MINEROS,ITER MEDICINA S.A,CORRIENTES 1675 7 P.,CAPITAL FEDERAL,1042,NULL,30704734871,1, ,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
69,O.S.PE.GA.P.,CONINTEM S.A.,A.M.DE JUSTO 2030,BUENOS AIRES,1107,NULL,30705551290,1,30-70555129-0,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
70,MUTUAL SOC.CIRC.MED.DE PILAR,MUTUAL SOC.CIRC.MED.DE PILAR,INDEPENDENCIA 1053,PILAR,1053,NULL,30707053336,2,30-70705333-6,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
71,CENTRO MEDICO PUEYRREDON,CENTRO MEDICO PUEYRREDON,AV.PUEYRREDON 1341,BUENOS AIRES,0,NULL,30707237526,2,30-70723752-6,45,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
72,O.S.A.L.A.R.A.,SYGMA SERV.INTEGRALES S.A.,ESMERALDA 288-3roPISO,CAPITAL FEDERAL,1035,NULL,30707285830,1,30-70728583-0,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
73,O.S.DOCENTES PARTICULARES,GESTION SALUD S.A.,PERU 590-5ro PISO,CAPITAL FEDERAL,1068,NULL,30707391045,1,30-70739104-5,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
74,OSMEDICA,OSMEDICA,MARC.T.DE ALVEAR 871,CABA,1019,NULL,30707746463,2,30-70774646-3,60,1,0,5,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
75,OSUOMRA,WELL BEING,ADOLFO ALSINA 440-3P,CAPITAL,2804,NULL,30707960066,1,30-70796006-6,45,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
76,ALPHA SALUD SOC.MED.ARG.S.A.,ALPHA SALUD SOC.MED.ARG.S.A.,AV.A.GALLARDO 551,CAPITAL FEDERAL,1405,NULL,30707991107,2,30-70799110-7,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
77,OSBLYCA,AMSESBA,CALLE 31 Nro 728,MERCEDES,6600,NULL,30708359161,1,30-70835916-1,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
78,GRUPO NOVA SALUD,SCIS S.A.,LIBERTAD 567-P12Y13,CAPITAL FEDERAL,0,NULL,30708428022,2,30-70842802-2,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
79,IMAGEN EN SALUD S.A.,IMAGEN EN SALUD S.A.,BVARD.MORENO 72,PARANA-ENT.RIOS,3100,NULL,30708905174,2,30-70890517-4,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
80,CIMA INTEGRAL,COB.INTEGR.DE MED.ASIST.S.A.,GUEMES 978,CAMPANA,2804,NULL,30709200905,2,30-70920090-5,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
81,O.S.P.AGUAS GASEOSAS,RIOMEDICA S.A.,CALLE 2 Nro432,LA PLATA,1900,NULL,30709391433,2,30-70939143-3,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
82,MAPFRE SALUD S.A.,MAPFRE SALUD S.A.,JUANA MANZO 205,CAPITAL,1047,NULL,30709822825,1,30-70982282-5,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
83,RED ARGENTINA DE SALUD,RED ARG.DE SAL. CONSOR.DE COOP,AV.BELGRANO 1235,BUENOS AIRES,1093,NULL,30710464207,2,30-71046420-7,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
84,BASA SALUD S.A.,BASA SALUD S.A.,ALSINA 448,CAPITAL FEDERAL,0,NULL,30711357056,2,30-71135705-6,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
85,O.S.P.S.I.P.,CTRO.MED.DEL ROSARIO,SAAVEDRA 322,BAHIA BLANCA,8000,NULL,30711609225,2,30-71160922-5,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
86,O.S.P.D.EMPR.ALIM.Nro 13 3201 B,O.S.P.D.EMPR.ALIM.Nro 13 3201 B,B.DE IRIGOYEN 540,CAPITAL FEDERAL,1072,NULL,33548335359,2,33-54833535-9,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
87,FIRST MEDICAL,FIRST MEDICAL,VENEZUELA 1552,CAPITAL,0,NULL,33612905369,2, ,0,1,0,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
88,O.S.DEL PETROLEO Y GAS PRIVADO,O.S.DEL PETROLEO Y GAS PRIVADO,AV.CASEROS 715,CABA,1152,NULL,33628185889,1,33-62818588-9,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
89,O.S.E.T.Y.A.,O.S.E.T.Y.A.,MONTES DE OCA 1435,CAPITAL,0,NULL,33633681819,1, ,15,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
90,VISITAR S.R.L.,VISITAR S.R.L.,AV.PTE.R.S.PE･A 971,BUENOS AIRES,0,NULL,33657129629,2,33-65712962-9,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
91,OBRA SOCIAL FEDECARAS,OBRA SOCIAL FEDECAMARAS,AV.RIVADAVIA 5456 1P,CAPITAL FEDERAL,1015,NULL,33707076319,1,33-70707631-9,30,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
92,O.S.PAPELEROS,MANDAR SALUD S.A.(PAPELEROS),MORENO 490,CAPITAL FEDERAL,1066,NULL,33707793339,2,33-70779333-9,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
93,DAS,MANDAR SALUD S.A.(DAS),BILLINGHURST 1833 P2,CAPITAL FEDERAL,1066,NULL,33707793339,2,33-70779333-9,60,1,1,3,0,0,0,6,4,6,4,6,4,120,active,NULL,NULL
